id_cliente,nome_cliente,cpf,cidade,estado,canal_preferencial,data_cadastro
912,Eduarda Santos Pereira,287.136.581-43,Curitiba,PR,Loja Física,2025-08-14
913,Diego Lopes Santos,552.465.826-81,Recife,PE,Indicação,2025-07-26
914,Diego Andrade Rodrigues,226.457.195-36,Brasília,DF,Redes Sociais,2024-01-05
915,Aline Soares Lima,676.779.699-37,Belo Horizonte,MG,E-commerce,2025-12-13
916,Felipe Carvalho Oliveira,352.886.610-96,Campinas,SP,E-commerce,2024-11-04
917,João Dias Dias,224.503.482-85,São Paulo,SP,E-commerce,2024-10-24
918,Ana Oliveira Almeida,950.824.775-71,Belo Horizonte,MG,Indicação,2024-07-05
919,Juliana Silva Costa,144.771.737-67,Campinas,SP,Redes Sociais,2023-09-22
920,Bruno Rocha Gomes,430.917.156-19,Curitiba,PR,Indicação,2023-07-09
921,Isabela Ferreira Pereira,889.986.508-21,Recife,PE,E-commerce,2024-03-02
922,Natan Martins Gomes,762.870.769-29,Belo Horizonte,MG,E-commerce,2024-09-03
923,Patricia Andrade Gomes,801.717.234-55,Brasília,DF,E-commerce,2025-01-22
924,Gabriela Lopes Almeida,497.587.374-82,Goiânia,GO,Indicação,2023-07-04
925,Mariana Barbosa Ferreira,544.745.536-21,Recife,PE,E-commerce,2025-11-17
926,Rafael Dias Pereira,763.802.830-29,Salvador,BA,Indicação,2025-12-15
927,Carla Gomes Almeida,547.181.920-71,Goiânia,GO,Redes Sociais,2023-11-01
928,Juliana Gomes Pereira,635.537.402-82,Belo Horizonte,MG,E-commerce,2023-06-06
929,Thiago Souza Soares,535.522.196-69,São Paulo,SP,Redes Sociais,2024-12-28
930,Gabriel Oliveira Soares,116.216.858-94,Porto Alegre,RS,Indicação,2024-01-03
931,Natan Santos Oliveira,526.997.821-48,Belo Horizonte,MG,Redes Sociais,2025-07-20
932,Camila Lima Costa,992.929.291-37,Brasília,DF,Loja Física,2023-06-10
933,Isabela Dias Souza,544.647.118-10,Campinas,SP,Indicação,2023-08-27
934,Felipe Rocha Lopes,571.808.514-94,São Paulo,SP,Indicação,2024-09-12
935,Camila Ribeiro Nascimento,789.806.791-60,Campinas,SP,Redes Sociais,2023-06-29
936,Eduarda Silva Alves,214.935.116-99,Belo Horizonte,MG,Loja Física,2023-02-24
937,Sofia Rocha Rodrigues,765.347.546-90,Curitiba,PR,Loja Física,2023-06-26
938,Rafael Rodrigues Lopes,532.122.219-31,Porto Alegre,RS,Loja Física,2025-06-30
939,Sofia Silva Almeida,699.348.306-47,Brasília,DF,Indicação,2023-04-15
940,Ana Souza Rocha,967.830.542-63,Salvador,BA,Indicação,2024-08-18
941,Sofia Martins Lopes,625.705.842-88,São Paulo,SP,Indicação,2024-04-19
942,Thiago Silva Carvalho,690.423.666-18,São Paulo,SP,Redes Sociais,2025-05-04
943,Diego Lopes Barbosa,761.455.559-99,Brasília,DF,Indicação,2023-02-12
944,João Andrade Alves,580.452.548-39,Belo Horizonte,MG,Loja Física,2024-11-25
945,Mateus Dias Almeida,234.400.840-59,Campinas,SP,Indicação,2025-01-07
946,Felipe Barbosa Alves,389.807.867-21,Brasília,DF,Indicação,2023-09-22
947,Gabriela Ferreira Barbosa,603.203.912-63,Belo Horizonte,MG,Indicação,2024-09-13
948,Gabriela Fernandes Santos,118.467.367-55,Curitiba,PR,Loja Física,2023-12-24
949,Bruno Oliveira Costa,540.216.732-39,Goiânia,GO,E-commerce,2024-04-03
950,Isabela Costa Ribeiro,887.147.888-81,Brasília,DF,Redes Sociais,2023-11-06
951,Camila Dias Souza,823.151.548-68,Goiânia,GO,E-commerce,2023-08-05
952,Camila Souza Fernandes,142.619.207-31,Campinas,SP,E-commerce,2024-02-25
953,Felipe Andrade Gomes,825.552.880-74,Salvador,BA,Indicação,2023-07-23
954,Rodrigo Ribeiro Costa,938.241.225-35,Belo Horizonte,MG,Indicação,2025-05-01
955,Henrique Lopes Costa,393.617.275-20,São Paulo,SP,Redes Sociais,2025-02-01
956,Mariana Rocha Dias,351.255.871-77,Recife,PE,Indicação,2024-04-12
957,Patricia Carvalho Carvalho,569.972.628-97,Belo Horizonte,MG,Redes Sociais,2023-03-02
958,Eduarda Silva Nascimento,925.629.171-20,Brasília,DF,Redes Sociais,2024-10-06
959,Felipe Carvalho Santos,502.877.137-94,Recife,PE,Loja Física,2023-04-29
960,João Carvalho Martins,797.817.666-48,Goiânia,GO,Redes Sociais,2024-12-05
961,Isabela Soares Barbosa,250.817.513-67,São Paulo,SP,Loja Física,2025-06-24
962,Rodrigo Martins Alves,408.186.137-78,Salvador,BA,Redes Sociais,2025-03-09
963,Thiago Fernandes Gomes,318.195.623-80,Belo Horizonte,MG,Redes Sociais,2025-12-03
964,Rodrigo Ferreira Silva,128.915.652-85,Salvador,BA,Redes Sociais,2024-05-09
965,Aline Carvalho Soares,213.849.161-57,Porto Alegre,RS,Redes Sociais,2025-11-05
966,Diego Santos Rocha,227.559.405-83,Salvador,BA,E-commerce,2025-07-17
967,Henrique Andrade Vieira,679.831.742-95,Salvador,BA,Loja Física,2024-12-18
968,João Dias Nascimento,686.788.243-58,Porto Alegre,RS,Loja Física,2023-08-04
969,Thiago Vieira Alves,942.897.469-68,Salvador,BA,E-commerce,2023-10-28
970,Patricia Oliveira Oliveira,163.535.233-70,Recife,PE,Loja Física,2025-07-02
971,Mariana Dias Soares,512.702.672-76,Rio de Janeiro,RJ,Indicação,2024-06-24
972,Sofia Rocha Carvalho,550.805.601-63,Campinas,SP,Loja Física,2023-10-23
973,Eduarda Lopes Nascimento,568.232.821-75,Goiânia,GO,E-commerce,2024-03-11
974,Sofia Santos Andrade,260.672.478-25,Brasília,DF,Indicação,2023-08-14
975,Mariana Vieira Gomes,141.635.256-25,Rio de Janeiro,RJ,Redes Sociais,2024-09-16
976,João Gomes Lopes,128.910.246-28,Salvador,BA,Indicação,2023-04-10
977,João Alves Ferreira,938.857.600-10,Porto Alegre,RS,E-commerce,2024-12-15
978,Bruno Carvalho Lopes,686.417.679-67,Rio de Janeiro,RJ,Redes Sociais,2025-02-11
979,Aline Barbosa Rodrigues,880.241.616-91,Brasília,DF,Indicação,2025-07-10
980,Eduarda Andrade Costa,191.919.739-95,Brasília,DF,Indicação,2025-03-04
981,Natan Costa Fernandes,146.786.553-45,Curitiba,PR,E-commerce,2023-12-06
982,Gabriel Rocha Nascimento,416.674.760-25,São Paulo,SP,E-commerce,2024-01-30
983,Vanessa Vieira Santos,683.634.293-70,Campinas,SP,E-commerce,2023-09-04
984,Felipe Silva Lima,905.310.351-84,Goiânia,GO,Indicação,2023-06-23
985,Camila Costa Martins,703.146.603-12,Goiânia,GO,Redes Sociais,2025-06-14
986,Patricia Silva Soares,424.491.363-21,Belo Horizonte,MG,E-commerce,2023-07-23
987,Felipe Gomes Rodrigues,287.361.886-21,Goiânia,GO,Loja Física,2024-09-20
988,Juliana Ferreira Santos,729.433.285-13,Recife,PE,E-commerce,2024-09-02
989,Diego Costa Rodrigues,522.431.364-58,Recife,PE,E-commerce,2023-04-17
990,Henrique Barbosa Vieira,342.604.620-74,Curitiba,PR,Indicação,2023-08-24
991,Bruno Costa Almeida,666.516.167-71,Porto Alegre,RS,E-commerce,2025-04-14
992,Ana Lima Fernandes,700.791.203-41,Curitiba,PR,Loja Física,2024-09-15
993,Patricia Almeida Oliveira,966.751.612-36,Campinas,SP,Loja Física,2025-02-03
994,Felipe Pereira Fernandes,533.668.562-15,Goiânia,GO,E-commerce,2025-08-09
995,João Rocha Ferreira,100.161.593-44,Campinas,SP,Redes Sociais,2025-02-17
996,Rodrigo Alves Vieira,960.622.388-15,Salvador,BA,Loja Física,2025-12-29
997,Carla Gomes Oliveira,504.815.225-27,Campinas,SP,Redes Sociais,2025-06-03
998,Camila Soares Costa,798.450.750-43,Curitiba,PR,Indicação,2024-07-13
999,Juliana Costa Costa,315.570.713-52,Curitiba,PR,E-commerce,2023-10-01
1000,Camila Lopes Silva,109.788.277-62,São Paulo,SP,Indicação,2025-03-15
